" 习近平关于严明党的纪律和规矩论述摘编 中共中央纪律检查委员会,中共中央文献研究室 编【正版图书，速开发票】 ",,17.5,0,0
 习近平关于青少年和共青团工作论述摘编) 中央文献出版社 中央文献出版社【正版品质 下单需知详情公告】 【可代寻配货图书，提供发票，如有需求联系在线客服即可】,,32.78,0,0
 习近平关于协调推进四个全面战略布局论述摘编 【上新】 【店主推荐，正版书放心购买，可开发票】,,37.39,0,0
 习近平总书记在文艺工作座谈会上的重要讲话学习读本 ,,44.19,0,0
 习近平总书记党的新闻舆论工作座谈会重要讲话精神学习辅助材料 ,,39.09,0,0
 习近平关于青少年和共青团工作论述摘编 中央文献出版社 中央文献出版社【正版品质 下单需知详情公告】 【可代寻配货图书，提供发票，如有需求联系在线客服即可】,,27.06,0,0
 习近平关于社会主义文化建设论述摘编 ,,49.77,0,0
" 习近平关于严明党的纪律和规矩论述摘编中共中央纪律检查委员会,中共中央文献研究室 编【正版图书，速开发票】 【正版图书，放心下单】",,18.0,0,0
 习近平关于实现中华民族伟大复兴的中国梦论述摘编 中共中央文献研究院 编 中央文献出版社【正版品质 下单需知详情公告】 【可代寻配货图书，提供发票，如有需求联系在线客服即可】,,28.1,0,0
 习近平新时代中国特色社会主义思想学习问答(大字本) 中共中央宣传部 学习出版社 9787514710304 ,,21.0,0,0
 习近平总书记党的新闻舆论工作座谈会重要讲话精神学习辅助材料 中共中央宣传部新闻局 学习出版社【正版品质 下单需知详情公告 【可代寻配货图书，提供发票，如有需求联系在线客服即可】,,37.38,0,0
 习近平关于总体国家安全观论述摘编 【上新】 【店主推荐，正版书放心购买，可开发票】,,54.77,0,0
 习近平关于实现中华民族伟大复兴的中国梦论述摘编 ,,25.18,0,0
 习近平重要论述学习笔记 ,,35.35,0,0
 习近平总书记在文艺工作座谈会上的重要讲话学习读本 中共中央宣传部 学习出版社【正版品质·下单需知详情公告】 【可代寻配货图书，提供发票，如有需求联系在线客服即可】,,42.18,0,0
 习近平关于社会主义文化建设论述摘编 中共中央文献研究室 编 中央文献出版社【正版品质·下单需知详情公告】 【可代寻配货图书，提供发票，如有需求联系在线客服即可】,,47.68,0,0
" 习近平关于严明党的纪律和规矩论述摘编 中共中央纪律检查委员会,中共中央文献研究室 编【正版图书，速开发票】 ",,17.7,0,0
" 习近平关于 不忘初心牢记使命 论述摘编 中共中央党史和文献研究院,中央 不忘初心,牢记使命 主题教育领导小组办公室 编 【可代寻配货图书，提供发票，如有需求联系在线客服即可】",,19.87,0,0
 习近平关于力戒形式主义官僚主义重要论述选编 普及本 中央文献出版社9787507346503 ,,16.5,0,0
